CUST_ID,COMPANY_NAME,FIRST_NAME,LAST_NAME,ADDRESS,POSTAL_CODE,COUNTRY,PHONE,EMAIL,CUSTOMER_TYPE
CUS209,,Janice,Torres,10 Melville Street,5844,Australia,+61 390634740,janice.torres@.au,Business
CUS210,Mann Inc,Purificacin,Oosterhout,336  Street,9340496,Japan,+81 128147134,purificacin.oosterhout@manninc.jp,Business
CUS211,,Laure,Todd,700 Smith Pines Suite 840,46918,France,+33 935671682,laure.todd@outlook.com,Freight Forwarder
CUS212,,Freya,Ros,18233 Ochoa Grove,9008884,Japan,+81 783790360,freya.ros@hotmail.com,Logistics Provider
CUS213,,Alexandra,Coughlan,3 Pasaje Liliana Marmol,21164,Spain,+34 741186951,alexandra.coughlan@yahoo.com,Logistics Provider
CUS214,,Cortney,Oconnor,76 Payne Chase,D2W1,Ireland,+353 917506918,cortney.oconnor@gmail.com,Individual
CUS215,,Birger,Smith,Viale Rosina 59,19114,Italy,+39 465893903,birger.smith@hotmail.com,Freight Forwarder
CUS216,,Ulla,Barbosa,110 Lore-Hermann-Weg,17922,Germany,+49 450502920,ulla.barbosa@hotmail.com,Wholesaler
CUS217,Colin SARL,Gabrielle,Gustafsson,92614 Anne Port,4926,Switzerland,+41 620123866,gabrielle.gustafsson@colinsarl.ch,Business
CUS218,"Fry, Davey and Davidson",Mary,McCarthy,"Av de Barbosa, 23",36582,Spain,+34 313096421,mary.mccarthy@frydaveyanddavidson.es,Business
CUS219,"McNaboe, MacWilliams and Bruen",Maurice,Lindberg,"Studio 7
Susan plaza",1148,Switzerland,+41 854837746,maurice.lindberg@mcnaboemacwilliamsandbruen.ch,Business
CUS220,Frazier Ltd,Remigio,Lesage,"97, boulevard de Marques",28778,France,+33 902093774,remigio.lesage@frazierltd.fr,Business
CUS221,,Robert,Moore,655 George avenue,18327,Italy,+39 196695944,robert.moore@hotmail.com,Logistics Provider
CUS222,,Sherry,van Ghoerle,"Avenida de Branco, S/N",80939,Germany,+49 846143969,sherry.van ghoerle@icloud.com,Logistics Provider
CUS223,,Christian,Crawford,01581 Shields Bridge Suite 661,D1X7,Ireland,+353 967098359,christian.crawford@gmail.com,Freight Forwarder
CUS224,Pereira Neto S.A.,Jack,Ruppersberger,346 Jill branch,Y4G 6HU,United Kingdom,+44 795923587,jack.ruppersberger@pereiranetosa.uk,Business
CUS225,,Kerstin,Wolters,"Unit 79
 3 Rodriguez Gardens",272335,Russia,+7 433460601,kerstin.wolters@yahoo.com,Individual
CUS226,,Maria,Verdier,593 .,718402,Russia,+7 213000146,maria.verdier@hotmail.com,Manufacturer
CUS227,"Valentine, Harris and Edwards",Ingrid,Carreras,"84, rue de Germain",411316,Russia,+7 690769891,ingrid.carreras@valentineharrisandedwards.ru,Business
CUS228,Carnera-Zarlino e figli,Nicholas,Carlier,Viale Isabella 741,2843 ZZ,Netherlands,+31 553286909,nicholas.carlier@carnera-zarlinoefigli.nl,Business
CUS229,Faria,Robert,Morley,"76, avenue Joseph",82621,Sweden,+46 564747452,robert.morley@faria.se,Business
CUS230,"Hunter, Knapp and Holt",Catherine,Piccio,89 Delap Street,86694,Canada,+1 617843106,catherine.piccio@hunterknappandholt.ca,Business
CUS231,,Rosie,Willems van Lier,909 Rasmussen Isle,1938,Austria,+43 355642998,rosie.willems van lier@icloud.com,Manufacturer
CUS232,Dubois SA,Thomas,Daniels,94 Douglas lane,F5T 7ZA,United Kingdom,+44 613972964,thomas.daniels@duboissa.uk,Business
CUS233,,Andr,van Rijthoven,Miroslaw-Noack-Ring 26,50963,Germany,+49 512833566,andr.van rijthoven@.de,Business
CUS234," ,   ",Stanley,Martin,66 Smith Street,6058,Australia,+61 661797762,stanley.martin@.au,Business
CUS235,Gori e figli,Cheyenne,Lynn,32 Boyce Street,D3W4,Ireland,+353 900606102,chey.lynn@goriefigli.ie,Business
CUS236,,Fenne,Fallaci,rue Alexandria Riou,30490,France,+33 650630250,fenne.fallaci@gmail.com,Retailer
CUS237,,Pual,Young,Schenkstr. 0/6,81823,France,+33 700891862,youungz@gmail.com,Wholesaler
CUS238,Petersson & Karlsson HB,Sara,Cozar,809  Street,5357668,Japan,+81 467640855,sara.cozar@peterssonandkarlssonhb.jp,Business
CUS239,Henck GmbH,Ellie,Macdonald,52866 Bailey Manors,69053,Italy,+39 906669192,ellie.macdonald@henckgmbh.it,Business
CUS240,Karlsson & Strand AB,Frank,Leite,58 Leeney Street,D7Y5,Ireland,+353 467140601,frank.leite@karlssonandstrandab.ie,Business
CUS241,Anders Neuschfer AG & Co. KG,Donatella,Collier,8876 Perry Ville,2488,Australia,+61 500268413,donatella.collier@andersneuschferag&cokg.au,Business
CUS242,Rosenow AG,Stig,Carvalho,"190, rue de Guibert",78092,France,+33 922941576,stig.carvalho@rosenowag.fr,Business
CUS243,,Francisca,Roberts,"8 /
 1 Joseph Rest",1064-342,Portugal,+351 245829036,francisca.roberts@outlook.com,Freight Forwarder
CUS244,Samson et Fils,Zoe,Holmes,476 Teuflweg,9396,Austria,+43 879591422,zoe.holmes@samsonetfils.at,Business
CUS245,Saavedra Inc,Shannon,Bailey,95962 Kristen Via,27625,United States,+1 971026523,shannon.bailey@saavedrainc.com,Business
CUS246,,Nicole,Gherkins,443 Brandon Ports Suite 205,9324-401,Portugal,+351 645584318,gherksn@gmail.com,Business
CUS247,Drumm and Sons,Mason,Taylor,"Rua de Soares, 37",7505,Australia,+61 520702898,mason.taylor@drummandsons.au,Business
CUS248,,Nadine,Phillips,"Studio 89z
Thomas pass",I0 6GO,United Kingdom,+44 400286095,nadine.phillils@gmail.com,Manufacturer
CUS249,Coles Group,Heather,Palma,728  Street,5846595,Japan,+81 504797867,heather.palma@colesgroup.jp,Business
CUS250,,Jacques,de Beer,4 Kyrkgrand,67044,Sweden,+46 628718640,jacques.de beer@gmail.com,Individual
CUS251,,Benjamin,Garcia,"Flat 1
Chloe motorway",S3 4GL,United Kingdom,+44 572053293,benjamin.garcia@icloud.com,Freight Forwarder
CUS252,Khler OHG mbH,Clarence,Ward,643 Rios Tor,D4Y2,Ireland,+353 320146004,clarence.ward@khlerohgmbh.ie,Business
CUS253,Buchholz Eigenwillig KG,Alexander,Brugnaro,0 Leonard-Biedermann-Gasse,5434,Austria,+43 989104670,alexander.brugnaro@buchholzeigenwilligkg.at,Business
CUS254,,Edmundo,Brady,"Flat 3
Archer valley",E5N 3P7,Canada,+1 115585154,edmundo.brady@gmail.com,Retailer
CUS255,Rodrigues Soares S.A.,Kiara,Wernecke,968 Kevin Summit,S2T 2J3,Canada,+1 658947280,kiara.wernecke@rodriguessoaressa.ca,Business
